mol solvent,mol solute,target Gsolv kcal
O(Cc2ccccc2)Cc1ccccc1,Cc(ccc1N(=O)=O)cc1F,-8.53837816
O(Cc2ccccc2)Cc1ccccc1,CC1(C)CC(CC(C)(C)N1)=O,-8.51696559
O(Cc2ccccc2)Cc1ccccc1,COC(C)(C)C(F)(F)F,-3.82323234
O(Cc2ccccc2)Cc1ccccc1,CCCCON(=O)=O,-5.15233131
CCCCCCOC(C)=O,COc1ccc(cc1)C(=O)NS(C(F)(F)F)(=O)=O,-15.0572726
CCCCCCOC(C)=O,FCOC(F)(F)F,-2.44377879
CCCCCCOC(C)=O,CC(CCC1C(C)(C)S)CC1=O,-9.56251087
CCCCCCOC(C)=O,OC(=O)Cc1ccccc1O,-13.28388942
CCCCCCOC(C)=O,CCC(F)(F)Cl,-3.13679434
CCCCCCOC(C)=O,C=CCN(=O)=O,-5.3738319
CCCCCCOC(C)=O,CCC(C)c1ccccc1OC(=O)NC,-11.8607346
CCCCCCOC(C)=O,Oc1cc(ccc1)NC(C)=O,-14.02630252
Clc1ccccc1Cl,CCc1ccccc1C(O)=O,-8.30099676
Clc1ccccc1Cl,CC=NCN=C,-5.81800014
Clc1ccccc1Cl,CC(Cl)C(C)Cl,-5.11896439
Clc1ccccc1Cl,CC(C)C(NC(C)=O)C(=O)N,-10.77320181
Clc1ccccc1Cl,CC2CC(OCC2)c1ccccc1,-9.48835799
Clc1ccccc1Cl,COC(CN)C(F)(F)F,-4.73516776
CCCCN(CCCC)CCCC,CC1CCCCC1=O,-5.43513444
CCCCN(CCCC)CCCC,ClC(CC(O)=O)C=C,-7.78671163
CCCCN(CCCC)CCCC,CCC(C)c(cc1)ccc1O,-8.33504389
CCCCN(CCCC)CCCC,CCCCCCCCCc2c1ccccc1ccc2,-12.94158632
CCCCN(CCCC)CCCC,CCC(OCCc1ccccc1)=O,-8.33396086
CCCCN(CCCC)CCCC,CCCOC(=O)C=C,-4.50878233
CCCCN(CCCC)CCCC,CC=C=O,-1.9838111
CCCCN(CCCC)CCCC,C=CCOC(=O)c1occc1,-6.64581143
O(c2ccccc2)c1ccccc1,CCC(F)(F)C(F)(F)Br,-4.04955562
O(c2ccccc2)c1ccccc1,CN(C)C=NC(c1ccccc1)=O,-12.16260779
O(c2ccccc2)c1ccccc1,CCOC(C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1N(=O)=O)=O,-18.50672312
O(c2ccccc2)c1ccccc1,CC(C)Nc(n1)nc(NC(C)C)nc1OC,-12.49046898
O(c2ccccc2)c1ccccc1,CCCCCC(OC)=O,-6.18744345
O(c2ccccc2)c1ccccc1,CC1OCC(C1O)=O,-6.22349971
O(c2ccccc2)c1ccccc1,CCCON(=O)=O,-4.59354832
O(c2ccccc2)c1ccccc1,CCC(=O)c1cc(C)ccc1O,-9.09562214
COc1ccccc1,CCCCCC(OC)=O,-6.33288538
COc1ccccc1,ClC=C(C)Cl,-4.58763229
COc1ccccc1,N#N=O,-0.76070984
COc1ccccc1,CC(C)(C)OC(CC)=O,-5.69451618
COc1ccccc1,COc1nc(C)cnc1C,-7.43063488
COc1ccccc1,CC1OCC(C1O)=O,-6.67282807
COc1ccccc1,CCN1CCCC1=O,-7.90141296
COc1ccccc1,CCC(CC)C=O,-5.46721012
OCC(O)C,CCC(F)=O,-3.07537035
OCC(O)C,CC(Cl)C(C)=O,-4.70656018
OCC(O)C,FC(C)=O,-2.84034528
OCC(O)C,NC(N)=Nc(sc1)nc1CSCCC(N)=NS(=O)(=O)N,-31.19031891
OCC(O)C,CCCC(C)C(C)CC,-3.19460132
OCC(O)C,CCCCN(CCCC)CCCC,-5.04622465
OCC(O)C,BrCC(O)=O,-9.23695586
OCC(O)C,ClNC(=O)N,-10.27476845
CCCCCCCCCCCC,ClCC(Cl)=C,-3.56311085
CCCCCCCCCCCC,IC#N,-3.50473563
CCCCCCCCCCCC,CC(C)=C=O,-2.49696116
CCCCCCCCCCCC,CCOC(CC(F)(F)F)C(F)(F)F,-3.4011552
CCCCCCCCCCCC,CCOC(=O)NC,-4.30252638
CCCCCCCCCCCC,OCN1C(=O)NC(C1(C)C)=O,-7.22383502
CCCCCCCCCCCC,OCCOC(C)=O,-4.49763522
CCCCCCCCCCCC,[NH3+]CCCC([O-])=O,-4.89929504
O,C(=O)(O)CCCCCCCCCCCCCCCCC,-4.133427667
CC#N,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.63930655
CO,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.06275333
CCO,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.90893467
c1ccc2cnccc2c1,C(=O)(O)CCCCCCCCCCCCCCCCC,-7.347695106
c1ccc2c(c1)cccn2,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.91193433
C(Cl)(Cl)Cl,C(=O)(O)CCCCCCCCCCCCCCCCC,-7.412559508
CCOCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.80055327
C(Cl)Cl,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.35775371
CC(Cl)Cl,C(=O)(O)CCCCCCCCCCCCCCCCC,-16.85086652
C(Cl)(Cl)(Cl)Cl,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.94719079
c1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.52366392
Cc1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.66194019
c1ccc(cc1)Cl,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.85563629
CN(=O)=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.43578553
CCCCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.71147791
C1CCCCC1,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.44316151
c1ccc(cc1)N,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.86561534
CC(=O)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.97848383
C1CCOC1,C(=O)(O)CCCCCCCCCCCCCCCCC,-16.28663194
CS(=O)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-5.844683096
CCCCCCCCO,C(=O)(O)CCCCCCCCCCCCCCCCC,-8.227536216
CC(Cl)(Cl)Cl,C(=O)(O)CCCCCCCCCCCCCCCCC,-6.960448953
C(C(Cl)Cl)Cl,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.61045994
Cc1cc(c(cc1)C)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.50101914
C(CBr)Br,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.21374883
C(CO)O,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.87424987
C1COCCO1,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.59971972
CC(C)CBr,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.81034163
CCCCCCCCBr,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.56389395
CCCCCBr,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.48199454
CCCBr,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.17960752
CCCCO,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.58879187
CCCCCCCl,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.19610789
CCCCCCl,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.21061904
CCCCl,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.45612084
CCCCCCCCCCO,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.25967585
CCCCCCCCF,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.68046827
CCCCCCCO,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.13307604
CCCCCCO,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.35915728
CCCCC=C,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.13314217
CCCCC#C,C(=O)(O)CCCCCCCCCCCCCCCCC,-11.79153101
CCCCI,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.17184923
CCCCCCCCCCCCCCCCI,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.76888914
CCCCCI,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.88066639
CCCI,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.40040843
CCCN(=O)=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.95399339
CCCCCCCCCO,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.06221744
CCCCCO,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.65372695
CCCC=C,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.51552512
CCCO,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.70481964
C(C(F)(F)F)O,C(=O)(O)CCCCCCCCCCCCCCCCC,-11.85069073
CC(C)CC(C)(C)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.50093592
CC(C)CC(C)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.48327741
Cc1cc(ncc1)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.68340729
Cc1nc(ccc1)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-11.84803071
CC(C)Br,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.72972674
CCC(C)O,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.33824734
CCC(C)Cl,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.0754855
CCCCCC(=O)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.69221211
CCCCC(=O)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.84903089
COCCO,C(=O)(O)CCCCCCCCCCCCCCCCC,-7.272929859
CC(C)CO,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.612354
CC(C)(C)O,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.9040292
CCCC(C)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.77292489
Cc1ccccn1,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.47552367
CC(C)N(=O)=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.7405305
CCCCCCC(=O)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.92384932
CCCC(=O)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-8.305812379
CC(C)O,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.13312915
C=CCO,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.33460049
Cc1cnccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.67589435
CCC(=O)CC,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.97844029
CCCC(=O)CCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.27666151
CC(C)CC(=O)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.41202159
Cc1ccncc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.30726515
CCCCC(=O)CCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-7.559106821
CC(=O)O,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.02939955
CC(=O)c1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.27074747
c1ccc(cc1)CCl,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.08359857
COc1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.73264255
c1ccc(cc1)C=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-11.82022828
c1ccc(cc1)C#N,C(=O)(O)CCCCCCCCCCCCCCCCC,-16.15146702
c1ccc(cc1)CO,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.10482157
c1ccc(cc1)Br,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.26993587
CCBr,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.64685651
C(Br)(Br)Br,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.34634142
CCCC=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.44900967
CCCC(=O)O,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.32501591
CCC(=O)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.09686475
CCCCN,C(=O)(O)CCCCCCCCCCCCCCCCC,-11.35876846
CCCCOC(=O)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.24273372
C(=S)=S,C(=O)(O)CCCCCCCCCCCCCCCCC,-16.34733658
C[C@@H]1CCCC[C@@H]1C,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.21485724
C1CCC2CCCCC2C1,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.34129311
C1CCC(=O)CC1,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.47347508
C1CCCC1,C(=O)(O)CCCCCCCCCCCCCCCCC,-8.062685078
C1CCC(C1)O,C(=O)(O)CCCCCCCCCCCCCCCCC,-10.17345698
C1CCC(=O)C1,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.62706486
C(Br)Br,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.45985178
CCCCOCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.88314442
CCNCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.68164022
CCSCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.44806589
C(I)I,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.26301272
CC(C)OC(C)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.60298316
CSSC,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.02397113
c1ccc(cc1)Oc1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.99453129
CCCNCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.4227702
C(=C\Cl)/Cl,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.01293284
CC/C=C/C,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.51656757
CCS,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.92575562
CCc1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.82868954
CCOC(=O)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.56200891
CCOC=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.16678397
CCOc1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.81652778
c1ccc(cc1)F,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.47845186
C(=O)N,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.47947047
C(=O)O,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.92060149
CCCCCC(=O)O,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.46138062
c1ccc(cc1)I,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.82315765
CCI,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.1147705
CI,C(=O)(O)CCCCCCCCCCCCCCCCC,-17.30656517
CC(C)c1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.91088599
Cc1cc(ccc1)O,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.6823679
Cc1cc(cc(c1)C)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.22033524
COC(=O)c1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.34217602
CCCC(=O)OC,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.32460826
CC1CCCCC1,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.89318246
CC(=O)OC,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.87823142
COC=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-16.02711848
CCC(=O)OC,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.83097282
Cc1cc(ccc1)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.93915483
CCCCc1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-17.11277267
CCCCCCCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.95903833
CCCCCCCCCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.20468131
CCCCCCCCCCCCCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.76034584
CCCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.79936391
c1ccc(cc1)N(=O)=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-16.07286832
CCN(=O)=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.4039926
CNc1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.0573082
CC(=O)N(C)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.61051328
CN(C)C=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.87088266
CCCCCCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.69280527
CCCCCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.58951218
CCCCCCCCCCCCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-16.21035314
CCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.39689249
CCCCCCCCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.95380615
Cc1ccccc1Cl,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.41664336
Cc1ccccc1O,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.26796565
c1ccc(c(c1)Cl)Cl,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.57117824
Cc1ccccc1N(=O)=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.87651142
Cc1ccccc1C,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.94422408
CCCCC=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-9.886011821
CCCCC(=O)O,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.37159154
CCCCCN,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.30864583
CCCCCOC(=O)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.34826639
c1(c(c(c(c(c1F)F)F)F)F)F,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.6912652
Cc1ccc(cc1)C(C)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.41416783
CCC=O,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.87117947
CCC(=O)O,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.65843492
CCCN,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.11996188
CCCOC(=O)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-16.04719377
Cc1ccc(cc1)C,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.40415411
c1ccncc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.2888592
CCC(C)c1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-7.836243882
CC(C)(C)c1ccccc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-16.10670363
C(=C(Cl)Cl)(Cl)Cl,C(=O)(O)CCCCCCCCCCCCCCCCC,-15.51587583
C1CCS(=O)(=O)C1,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.68814648
C1CCc2ccccc2C1,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.99126368
c1cscc1,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.55792445
c1ccc(cc1)S,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.30549204
C1CCC2CCCCC2C1,C(=O)(O)CCCCCCCCCCCCCCCCC,-11.42716449
CCCCOP(=O)(OCCCC)OCCCC,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.50078845
C(=C(Cl)Cl)Cl,C(=O)(O)CCCCCCCCCCCCCCCCC,-12.65451032
CCN(CC)CC,C(=O)(O)CCCCCCCCCCCCCCCCC,-14.00073029
C(=C\Cl)\Cl,C(=O)(O)CCCCCCCCCCCCCCCCC,-13.70588052
